fichier,résultat
CdS-b1-0569,neutral
CdS-b1-057z,négatif
CdS-b1-057i,neutral
CdS-b1-0586,positif
CdS-b1-057u,positif
CdS-b1-056s,neutral
CdS-b1-058v,positif
CdS-b1-058o,neutral
CdS-b1-058h,négatif
CdS-b1-059e,positif
CdS-b1-059q,positif
CdS-b1-058k,neutral
CdS-b1-05ae,négatif
CdS-b1-059v,neutral
CdS-b1-05ba,négatif
CdS-b1-05as,négatif
CdS-b1-05a2,positif
CdS-b1-05b4,positif
CdS-b1-05c3,positif
CdS-b1-05c5,neutral
CdS-b1-05ca,neutral
CdS-b1-05ch,négatif
CdS-b1-05by,neutral
CdS-b1-05br,neutral
CdS-b1-05cm,positif
CdS-b1-05dc,neutral
CdS-b1-05dh,négatif
CdS-b1-05e7,positif
CdS-b1-05e2,positif
CdS-b1-05fw,positif
CdS-b1-05fy,négatif
CdS-b1-05f8,négatif
CdS-b1-05fk,positif
CdS-b1-05ff,neutral
CdS-b1-05ex,neutral
CdS-b1-05fr,positif
CdS-b1-05ej,positif
CdS-b1-05gu,positif
CdS-b1-05gm,négatif
CdS-b1-05g3,négatif
CdS-b1-05ga,positif
CdS-b1-05i1,neutral
CdS-b1-05id,positif
CdS-b1-05js,neutral
CdS-b1-05ju,positif
CdS-b1-05kn,positif
CdS-b1-05kp,positif
CdS-b1-05jf,positif
CdS-b1-05ja,neutral
CdS-b1-05jz,négatif
CdS-b1-05jn,positif
CdS-b1-05ld,neutral
CdS-b1-05lk,neutral
CdS-b1-05l6,positif
CdS-b1-05l8,positif
CdS-b1-05l1,négatif
CdS-b1-05lp,positif
CdS-b1-05qa,positif
CdS-b1-05rc,neutral
CdS-b1-05qt,positif
CdS-b1-05qy,neutral
CdS-b1-05t8,positif
CdS-b1-05sf,positif
CdS-b1-05tr,neutral
CdS-b1-05ty,positif
CdS-b1-05sd,positif
CdS-b1-05uf,négatif
CdS-b1-05vo,neutral
CdS-b1-05v3,négatif
CdS-b1-05va,neutral
CdS-b1-05vh,positif
CdS-b1-05uy,positif
CdS-b1-05vm,positif
CdS-b1-05ur,neutral
CdS-b1-05wz,neutral
CdS-b1-05x1,neutral
CdS-b1-05w4,positif
CdS-b1-05wg,positif
CdS-b1-05vz,positif
CdS-b1-05wi,négatif
CdS-b1-05wn,neutral
CdS-b1-05wb,positif
CdS-b1-05xj,neutral
CdS-b1-05xl,négatif
CdS-b1-05yg,positif
CdS-b1-05yl,neutral
CdS-b1-05xq,positif
CdS-b1-05y9,neutral
CdS-b1-05y2,négatif
CdS-b1-05xe,neutral
CdS-b1-05ys,neutral
CdS-b1-05ye,positif
CdS-b1-05yx,neutral
CdS-b1-05zn,neutral
CdS-b1-05zb,positif
CdS-b1-05zs,neutral
CdS-b1-0607,négatif
CdS-b1-05zu,négatif
CdS-b1-05z4,neutral
CdS-b1-05zz,positif
CdS-b1-061l,négatif
CdS-b1-060q,neutral
CdS-b1-060v,positif
CdS-b1-060x,positif
CdS-b1-0619,positif
CdS-b1-061s,positif
CdS-b1-060c,négatif
CdS-b1-061q,positif
CdS-b1-061e,neutral
CdS-b1-0612,positif
CdS-b1-060j,neutral
CdS-b1-062r,positif
CdS-b1-062x,positif
CdS-b1-0629,positif
CdS-b1-062b,neutral
CdS-b1-0634,neutral
CdS-b1-0639,neutral
CdS-b1-0632,neutral
CdS-b1-063l,neutral
CdS-b1-062m,positif
CdS-b1-063g,positif
CdS-b1-061x,positif
CdS-b1-0656,neutral
CdS-b1-065b,neutral
CdS-b1-065d,neutral
CdS-b1-064g,positif
CdS-b1-064i,positif
CdS-b1-063s,positif
CdS-b1-063x,neutral
CdS-b1-063z,positif
CdS-b1-0644,neutral
CdS-b1-064u,positif
CdS-b1-064b,positif
CdS-b1-064n,positif
CdS-b1-064z,neutral
CdS-b1-066s,neutral
CdS-b1-065v,neutral
CdS-b1-065x,positif
CdS-b1-0662,négatif
CdS-b1-0669,positif
CdS-b1-066e,positif
CdS-b1-066g,négatif
CdS-b1-065i,négatif
CdS-b1-066x,négatif
CdS-b1-065q,positif
CdS-b1-0674,négatif
CdS-b1-068b,neutral
CdS-b1-068e,neutral
CdS-b1-067u,positif
CdS-b1-0679,positif
CdS-b1-067b,positif
CdS-b1-067z,positif
CdS-b1-067g,positif
CdS-b1-067n,positif
CdS-b1-068j,neutral
CdS-b1-0686,neutral
CdS-b1-06ap,positif
CdS-b1-06as,négatif
CdS-b1-0699,neutral
CdS-b1-069e,positif
CdS-b1-069l,positif
CdS-b1-069q,positif
CdS-b1-068q,neutral
CdS-b1-06ak,positif
CdS-b1-0692,neutral
CdS-b1-0697,positif
CdS-b1-06dq,positif
CdS-b1-06e0,neutral
CdS-b1-06e7,positif
CdS-b1-08d2,neutral
CdS-b1-08fr,positif
CdS-b1-08g3,positif
CdS-b1-08hh,négatif
CdS-b1-006w,positif
CdS-b1-011o,neutral
CdS-b1-01jr,neutral
CdS-b1-054b,négatif
CdS-b1-05vc,négatif
CdS-b1-05q5,positif
CdS-b1-06cd,neutral
CdS-b1-06dx,neutral
CdS-b1-05yu,neutral
CdS-b1-000c,neutral
CdS-b1-000h,positif
CdS-b1-000v,positif
CdS-b1-003t,positif
CdS-b1-004c,négatif
CdS-b1-00pd,négatif
CdS-b1-00rs,neutral
CdS-b1-00r3,positif
CdS-b1-00r9,positif
CdS-b1-00su,négatif
CdS-b1-00tj,neutral
CdS-b1-012m,positif
CdS-b1-011x,positif
CdS-b1-012f,positif
CdS-b1-011c,neutral
CdS-b1-016b,positif
CdS-b1-017c,positif
CdS-b1-017e,neutral
CdS-b1-0188,positif
CdS-b1-012t,neutral
CdS-b1-0177,positif
CdS-b1-017p,positif
CdS-b1-012x,positif
CdS-b1-01c1,positif
CdS-b1-01c7,positif
CdS-b1-01d1,positif
CdS-b1-01ce,neutral
CdS-b1-01gk,positif
CdS-b1-01i1,positif
CdS-b1-01h7,neutral
CdS-b1-01hi,neutral
CdS-b1-01jd,positif
CdS-b1-01jw,positif
CdS-b1-01jk,négatif
CdS-b1-01j8,positif
CdS-b1-01jp,négatif
CdS-b1-01l4,neutral
CdS-b1-01l6,neutral
CdS-b1-01k4,neutral
CdS-b1-01k9,positif
CdS-b1-01kb,positif
CdS-b1-01kz,positif
CdS-b1-01ks,positif
CdS-b1-01kg,neutral
CdS-b1-01li,neutral
CdS-b1-01kn,positif
CdS-b1-01lp,positif
CdS-b1-01lu,positif
CdS-b1-01n0,positif
CdS-b1-01n2,neutral
CdS-b1-01mb,positif
CdS-b1-01mg,neutral
CdS-b1-01mi,positif
CdS-b1-01m1,positif
CdS-b1-01m6,neutral
CdS-b1-01or,positif
CdS-b1-01ov,positif
CdS-b1-01ok,positif
CdS-b1-01o8,neutral
CdS-b1-01od,positif
CdS-b1-01of,neutral
CdS-b1-01nj,neutral
CdS-b1-01nl,positif
CdS-b1-01nx,neutral
CdS-b1-01ox,neutral
CdS-b1-01n7,neutral
CdS-b1-01ne,positif
CdS-b1-01qb,positif
CdS-b1-01px,positif
CdS-b1-01ps,positif
CdS-b1-01p9,positif
CdS-b1-01pd,positif
CdS-b1-01pg,positif
CdS-b1-01pl,positif
CdS-b1-01q4,positif
CdS-b1-01s5,neutral
CdS-b1-0269,positif
CdS-b1-0297,neutral
CdS-b1-02gb,neutral
CdS-b1-02he,positif
CdS-b1-02hl,positif
CdS-b1-02hg,positif
CdS-b1-02h1,positif
CdS-b1-02hs,neutral
CdS-b1-02hx,neutral
CdS-b1-02i4,neutral
CdS-b1-02ib,positif
CdS-b1-02j6,positif
CdS-b1-02jb,neutral
CdS-b1-02ig,positif
CdS-b1-02iu,positif
CdS-b1-02iz,positif
CdS-b1-02ji,positif
CdS-b1-02is,positif
CdS-b1-032t,positif
CdS-b1-032m,positif
CdS-b1-0330,neutral
CdS-b1-03m3,neutral
CdS-b1-0451,neutral
CdS-b1-046g,positif
CdS-b1-049l,positif
CdS-b1-04bb,positif
CdS-b1-04gh,positif
CdS-b1-04h0,négatif
CdS-b1-04h3,négatif
CdS-b1-04hw,négatif
CdS-b1-04hy,négatif
CdS-b1-04hr,négatif
CdS-b1-04hf,positif
CdS-b1-04gj,positif
CdS-b1-04go,positif
CdS-b1-04hk,négatif
CdS-b1-04h8,positif
CdS-b1-04gv,négatif
CdS-b1-04ja,négatif
CdS-b1-04jc,négatif
CdS-b1-04iy,positif
CdS-b1-04j5,positif
CdS-b1-04i3,négatif
CdS-b1-04im,négatif
CdS-b1-04ih,négatif
CdS-b1-04if,négatif
CdS-b1-04it,négatif
CdS-b1-04ia,négatif
CdS-b1-04k4,négatif
CdS-b1-04k6,positif
CdS-b1-04kn,négatif
CdS-b1-04kp,négatif
CdS-b1-04ku,positif
CdS-b1-04jz,négatif
CdS-b1-04kb,positif
CdS-b1-04ki,négatif
CdS-b1-04jt,positif
CdS-b1-04jo,négatif
CdS-b1-04jh,négatif
CdS-b1-04m3,négatif
CdS-b1-04l1,positif
CdS-b1-04ld,négatif
CdS-b1-04m8,négatif
CdS-b1-04l6,positif
CdS-b1-04mz,négatif
CdS-b1-04n4,positif
CdS-b1-04ow,négatif
CdS-b1-04ok,positif
CdS-b1-04p3,positif
CdS-b1-04pg,négatif
CdS-b1-04pb,positif
CdS-b1-04p8,négatif
CdS-b1-04op,positif
CdS-b1-04ob,négatif
CdS-b1-04ps,positif
CdS-b1-04pu,négatif
CdS-b1-04qu,négatif
CdS-b1-04qi,négatif
CdS-b1-04qb,négatif
CdS-b1-04qn,positif
CdS-b1-04pz,négatif
CdS-b1-04q6,positif
CdS-b1-04qp,positif
CdS-b1-04pn,négatif
CdS-b1-04rp,négatif
CdS-b1-04s1,négatif
CdS-b1-04rk,positif
CdS-b1-04rd,négatif
CdS-b1-04r6,positif
CdS-b1-04r8,négatif
CdS-b1-04r1,négatif
CdS-b1-04rw,négatif
CdS-b1-04ui,neutral
CdS-b1-04uk,neutral
CdS-b1-04ux,neutral
CdS-b1-04up,neutral
CdS-b1-04wg,positif
CdS-b1-04xi,neutral
CdS-b1-04xu,neutral
CdS-b1-04xw,neutral
CdS-b1-050d,négatif
CdS-b1-050o,positif
CdS-b1-0510,neutral
CdS-b1-050t,négatif
CdS-b1-050i,neutral
CdS-b1-051p,négatif
CdS-b1-052k,positif
CdS-b1-0526,négatif
CdS-b1-052i,neutral
CdS-b1-053n,neutral
CdS-b1-054h,neutral
CdS-b1-053g,positif
CdS-b1-0544,neutral
CdS-b1-055u,neutral
CdS-b1-0566,neutral
CdS-b1-054z,neutral
CdS-b1-055m,neutral
CdS-b1-055z,positif
CdS-b1-0554,positif
CdS-b1-056w,positif
CdS-b1-058s,neutral
CdS-b1-058x,négatif
CdS-b1-0594,neutral
CdS-b1-0588,positif
CdS-b1-058a,positif
CdS-b1-058f,positif
CdS-b1-0583,positif
CdS-b1-059n,positif
CdS-b1-0599,négatif
CdS-b1-05ab,positif
CdS-b1-05ai,neutral
CdS-b1-05a4,neutral
CdS-b1-05bv,neutral
CdS-b1-05az,négatif
CdS-b1-05b1,neutral
CdS-b1-05bc,négatif
CdS-b1-05bo,neutral
CdS-b1-05b6,positif
CdS-b1-05c0,négatif
CdS-b1-05ce,positif
CdS-b1-05cq,positif
CdS-b1-05d7,positif
CdS-b1-05d9,négatif
CdS-b1-05d2,négatif
CdS-b1-05cj,neutral
CdS-b1-05c7,positif
CdS-b1-05dq,positif
CdS-b1-05ds,neutral
CdS-b1-05e4,neutral
CdS-b1-05e9,positif
CdS-b1-05es,neutral
CdS-b1-05dx,positif
CdS-b1-05f5,neutral
CdS-b1-05eg,neutral
CdS-b1-05fm,positif
CdS-b1-05fo,négatif
CdS-b1-05fh,positif
CdS-b1-05gc,positif
CdS-b1-05fa,positif
CdS-b1-05g5,positif
CdS-b1-05ft,positif
CdS-b1-05hy,neutral
CdS-b1-05i3,positif
CdS-b1-05it,positif
CdS-b1-05jk,négatif
CdS-b1-05ih,positif
CdS-b1-05im,négatif
CdS-b1-05kd,négatif
CdS-b1-05kw,positif
CdS-b1-05k1,positif
CdS-b1-05jp,positif
CdS-b1-05lm,positif
CdS-b1-05ly,neutral
CdS-b1-05lt,positif
CdS-b1-05lr,neutral
CdS-b1-05ky,neutral
CdS-b1-05la,positif
CdS-b1-05pu,positif
CdS-b1-05rl,positif
CdS-b1-05s3,négatif
CdS-b1-05r0,neutral
CdS-b1-05r2,positif
CdS-b1-05re,positif
CdS-b1-05rq,positif
CdS-b1-05sh,positif
CdS-b1-05sy,neutral
CdS-b1-05tv,négatif
CdS-b1-05to,neutral
CdS-b1-05tc,positif
CdS-b1-05t0,positif
CdS-b1-05u5,positif
CdS-b1-05uc,négatif
CdS-b1-05uo,positif
CdS-b1-05u0,neutral
CdS-b1-05ve,négatif
CdS-b1-05ut,positif
CdS-b1-05uv,neutral
CdS-b1-05w6,neutral
CdS-b1-05w8,positif
CdS-b1-05wp,négatif
CdS-b1-05wr,positif
CdS-b1-05vq,positif
CdS-b1-05vu,positif
CdS-b1-05wd,positif
CdS-b1-05ww,neutral
CdS-b1-05w1,négatif
CdS-b1-05wk,neutral
CdS-b1-05x3,négatif
CdS-b1-05y4,positif
CdS-b1-05y6,négatif
CdS-b1-05x8,positif
CdS-b1-05yb,neutral
CdS-b1-05xn,positif
CdS-b1-05xz,positif
CdS-b1-05xg,neutral
CdS-b1-05yn,neutral
CdS-b1-05yi,positif
CdS-b1-05xs,positif
CdS-b1-05zd,négatif
CdS-b1-05zk,positif
CdS-b1-05z6,positif
CdS-b1-05z1,positif
CdS-b1-05yp,positif
CdS-b1-05zi,négatif
CdS-b1-05zp,neutral
CdS-b1-0601,positif
CdS-b1-05zw,positif
CdS-b1-060g,neutral
CdS-b1-060l,négatif
CdS-b1-060n,positif
CdS-b1-061g,positif
CdS-b1-061b,négatif
CdS-b1-0614,positif
CdS-b1-0604,positif
CdS-b1-0609,négatif
CdS-b1-062d,positif
CdS-b1-061u,positif
CdS-b1-061z,négatif
CdS-b1-062u,positif
CdS-b1-061n,négatif
CdS-b1-061i,positif
CdS-b1-062h,positif
CdS-b1-062o,positif
CdS-b1-0626,positif
CdS-b1-0621,positif
CdS-b1-0636,positif
CdS-b1-0646,neutral
CdS-b1-0648,positif
CdS-b1-063p,négatif
CdS-b1-063u,neutral
CdS-b1-0641,positif
CdS-b1-063n,positif
CdS-b1-063b,neutral
CdS-b1-062z,positif
CdS-b1-063i,positif
CdS-b1-064d,positif
CdS-b1-065k,négatif
CdS-b1-065n,positif
CdS-b1-065z,neutral
CdS-b1-065s,négatif
CdS-b1-0658,positif
CdS-b1-0651,neutral
CdS-b1-0653,positif
CdS-b1-065f,neutral
CdS-b1-064p,neutral
CdS-b1-064w,négatif
CdS-b1-064k,négatif
CdS-b1-066b,positif
CdS-b1-0664,négatif
CdS-b1-0666,positif
CdS-b1-066z,négatif
CdS-b1-0671,positif
CdS-b1-066n,négatif
CdS-b1-067i,neutral
CdS-b1-066i,positif
CdS-b1-066u,neutral
CdS-b1-067d,positif
CdS-b1-0676,neutral
CdS-b1-067k,positif
CdS-b1-068d,positif
CdS-b1-067w,positif
CdS-b1-0681,positif
CdS-b1-068l,neutral
CdS-b1-0688,positif
CdS-b1-068g,positif
CdS-b1-067p,négatif
CdS-b1-068s,positif
CdS-b1-069g,positif
CdS-b1-069n,positif
CdS-b1-06ab,positif
CdS-b1-068x,positif
CdS-b1-068z,positif
CdS-b1-069b,neutral
CdS-b1-0694,positif
CdS-b1-080o,positif
CdS-b1-088v,positif
CdS-b1-08ay,positif
CdS-b1-08hc,positif
CdS-b1-08gc,neutral
CdS-b1-08he,négatif
CdS-b1-006h,négatif
CdS-b1-04x6,positif
CdS-b1-0534,négatif
CdS-b1-011q,négatif
CdS-b1-01ot,positif
CdS-b1-0548,positif
CdS-b1-063r,positif
CdS-b1-0002,neutral
CdS-b1-000e,neutral
CdS-b1-000j,neutral
CdS-b1-000q,positif
CdS-b1-0067,négatif
CdS-b1-00m3,positif
CdS-b1-00m5,positif
CdS-b1-00pa,neutral
CdS-b1-00ok,positif
CdS-b1-00pf,positif
CdS-b1-00ph,neutral
CdS-b1-00pm,neutral
CdS-b1-00s6,positif
CdS-b1-00tl,positif
CdS-b1-00uz,positif
CdS-b1-00x9,positif
CdS-b1-0119,neutral
CdS-b1-0174,positif
CdS-b1-016d,neutral
CdS-b1-016q,neutral
CdS-b1-011v,positif
CdS-b1-0166,positif
CdS-b1-012j,positif
CdS-b1-011z,neutral
CdS-b1-018m,positif
CdS-b1-018y,positif
CdS-b1-0190,positif
CdS-b1-017l,positif
CdS-b1-017y,positif
CdS-b1-019i,positif
CdS-b1-0183,neutral
CdS-b1-017g,positif
CdS-b1-01ar,positif
CdS-b1-01bt,positif
CdS-b1-01c9,positif
CdS-b1-01cb,négatif
CdS-b1-01by,neutral
CdS-b1-01c5,neutral
CdS-b1-01jy,positif
CdS-b1-01k1,neutral
CdS-b1-01k6,positif
CdS-b1-01j5,négatif
CdS-b1-01ja,positif
CdS-b1-01jh,neutral
CdS-b1-01jm,positif
CdS-b1-01jf,neutral
CdS-b1-01kd,négatif
CdS-b1-01jt,neutral
CdS-b1-01ld,positif
CdS-b1-01lf,positif
CdS-b1-01lk,positif
CdS-b1-01ku,positif
CdS-b1-01kw,neutral
CdS-b1-01lw,négatif
CdS-b1-01m8,négatif
CdS-b1-01md,positif
CdS-b1-01l8,neutral
CdS-b1-01lr,positif
CdS-b1-01m3,positif
CdS-b1-01n9,positif
CdS-b1-01nb,neutral
CdS-b1-01ng,négatif
CdS-b1-01ms,neutral
CdS-b1-01mx,neutral
CdS-b1-01ns,positif
CdS-b1-01n4,positif
CdS-b1-01nz,neutral
CdS-b1-01nn,positif
CdS-b1-01mk,neutral
CdS-b1-01om,positif
CdS-b1-01pf,neutral
CdS-b1-01pi,positif
CdS-b1-01pn,positif
CdS-b1-01pu,neutral
CdS-b1-01o3,positif
CdS-b1-01o5,neutral
CdS-b1-01oa,neutral
CdS-b1-01p4,positif
CdS-b1-01oz,neutral
CdS-b1-01oh,neutral
CdS-b1-01q6,négatif
CdS-b1-01q1,positif
CdS-b1-01uc,neutral
CdS-b1-024d,positif
CdS-b1-02h3,neutral
CdS-b1-02h6,neutral
CdS-b1-02hb,positif
CdS-b1-02hn,neutral
CdS-b1-02hu,neutral
CdS-b1-02hz,neutral
CdS-b1-02ii,neutral
CdS-b1-02ik,positif
CdS-b1-02i6,positif
CdS-b1-02iw,positif
CdS-b1-02hi,neutral
CdS-b1-02id,neutral
CdS-b1-02i1,négatif
CdS-b1-02j1,positif
CdS-b1-02j8,positif
CdS-b1-02jk,positif
CdS-b1-02jd,positif
CdS-b1-02jf,positif
CdS-b1-032q,positif
CdS-b1-032j,positif
CdS-b1-032v,négatif
CdS-b1-0356,neutral
CdS-b1-03m0,négatif
CdS-b1-045t,neutral
CdS-b1-045y,positif
CdS-b1-0483,neutral
CdS-b1-049n,négatif
CdS-b1-049p,neutral
CdS-b1-049b,neutral
CdS-b1-04dx,positif
CdS-b1-04ge,positif
CdS-b1-04gl,positif
CdS-b1-04h2,négatif
CdS-b1-04gx,négatif
CdS-b1-04hh,positif
CdS-b1-04ha,positif
CdS-b1-04gq,positif
CdS-b1-04h5,négatif
CdS-b1-04hm,positif
CdS-b1-04ho,négatif
CdS-b1-04i5,négatif
CdS-b1-04i7,positif
CdS-b1-04iv,positif
CdS-b1-04ij,négatif
CdS-b1-04i0,négatif
CdS-b1-04ic,positif
CdS-b1-04io,négatif
CdS-b1-04j0,négatif
CdS-b1-04ht,positif
CdS-b1-04j7,négatif
CdS-b1-04jj,négatif
CdS-b1-04jl,négatif
CdS-b1-04je,positif
CdS-b1-04k1,positif
CdS-b1-04jq,négatif
CdS-b1-04j2,positif
CdS-b1-04kd,positif
CdS-b1-04kf,négatif
CdS-b1-04jw,négatif
CdS-b1-04k8,négatif
CdS-b1-04l8,positif
CdS-b1-04la,positif
CdS-b1-04l3,positif
CdS-b1-04kw,positif
CdS-b1-04kr,positif
CdS-b1-04kk,négatif
CdS-b1-04lf,positif
CdS-b1-04n1,positif
CdS-b1-04n6,positif
CdS-b1-04n8,positif
CdS-b1-04m5,positif
CdS-b1-04om,neutral
CdS-b1-04od,positif
CdS-b1-04ot,négatif
CdS-b1-04o6,positif
CdS-b1-04oy,négatif
CdS-b1-04p0,négatif
CdS-b1-04pp,neutral
CdS-b1-04pk,négatif
CdS-b1-04pi,négatif
CdS-b1-04q1,négatif
CdS-b1-04p5,négatif
CdS-b1-04pd,négatif
CdS-b1-04pw,positif
CdS-b1-04q8,négatif
CdS-b1-04qk,positif
CdS-b1-04qf,négatif
CdS-b1-04qd,neutral
CdS-b1-04rf,négatif
CdS-b1-04qr,négatif
CdS-b1-04r3,négatif
CdS-b1-04qw,négatif
CdS-b1-04qy,positif
CdS-b1-04ra,négatif
CdS-b1-04rt,négatif
CdS-b1-04rr,négatif
CdS-b1-04ry,neutral
CdS-b1-04ua,neutral
CdS-b1-04ur,négatif
CdS-b1-04uu,négatif
CdS-b1-04vp,positif
CdS-b1-04uz,négatif
CdS-b1-04um,positif
CdS-b1-04vu,négatif
CdS-b1-04xk,neutral
CdS-b1-04xn,neutral
CdS-b1-04x8,positif
CdS-b1-04xr,neutral
CdS-b1-0507,positif
CdS-b1-050q,positif
CdS-b1-050k,positif
CdS-b1-0512,neutral
CdS-b1-050x,positif
CdS-b1-050v,neutral
CdS-b1-052a,négatif
CdS-b1-0523,neutral
CdS-b1-051w,neutral
CdS-b1-052m,négatif
CdS-b1-0528,neutral
CdS-b1-053p,neutral
CdS-b1-054j,positif
CdS-b1-053u,positif
CdS-b1-0536,positif
CdS-b1-0546,négatif
CdS-b1-0541,neutral
CdS-b1-054q,positif
CdS-b1-0561,neutral
CdS-b1-0551,positif
CdS-b1-0556,neutral
CdS-b1-057f,neutral
CdS-b1-057h,négatif
CdS-b1-0568,positif
CdS-b1-056k,neutral
CdS-b1-056m,positif
CdS-b1-057m,neutral
CdS-b1-057a,négatif
CdS-b1-057y,neutral
CdS-b1-0580,négatif
CdS-b1-059d,négatif
CdS-b1-058j,négatif
CdS-b1-0585,positif
CdS-b1-058u,positif
CdS-b1-057t,neutral
CdS-b1-058c,positif
CdS-b1-05a8,positif
CdS-b1-05ad,négatif
CdS-b1-059w,positif
CdS-b1-05bq,négatif
CdS-b1-05bx,neutral
CdS-b1-05b8,positif
CdS-b1-05b3,négatif
CdS-b1-05be,neutral
CdS-b1-05di,positif
CdS-b1-05cl,négatif
CdS-b1-05dn,neutral
CdS-b1-05db,neutral
CdS-b1-05e1,neutral
CdS-b1-05ep,neutral
CdS-b1-05f7,positif
CdS-b1-05f1,positif
CdS-b1-05du,positif
CdS-b1-05ei,positif
CdS-b1-05fj,positif
CdS-b1-05fc,négatif
CdS-b1-05fe,neutral
CdS-b1-05g7,positif
CdS-b1-05gl,positif
CdS-b1-05gt,positif
CdS-b1-05g2,positif
CdS-b1-05ge,positif
CdS-b1-05fq,positif
CdS-b1-05iv,neutral
CdS-b1-05j7,négatif
CdS-b1-05j2,négatif
CdS-b1-05io,neutral
CdS-b1-05iq,neutral
CdS-b1-05jy,neutral
CdS-b1-05lj,positif
CdS-b1-05l5,positif
CdS-b1-05k5,positif
CdS-b1-05lc,positif
CdS-b1-05ka,négatif
CdS-b1-05km,positif
CdS-b1-05lv,neutral
CdS-b1-05m0,neutral
CdS-b1-05lo,positif
CdS-b1-05mf,négatif
CdS-b1-05pw,positif
CdS-b1-05py,positif
CdS-b1-05q2,positif
CdS-b1-05pk,positif
CdS-b1-05qe,positif
CdS-b1-05r4,neutral
CdS-b1-05r9,positif
CdS-b1-05rn,négatif
CdS-b1-05rs,positif
CdS-b1-05s0,positif
CdS-b1-05so,négatif
CdS-b1-05sq,négatif
CdS-b1-05sc,positif
CdS-b1-05t2,positif
CdS-b1-05um,positif
CdS-b1-05u4,neutral
CdS-b1-05u7,positif
CdS-b1-05tl,neutral
CdS-b1-05tq,positif
CdS-b1-05v2,positif
CdS-b1-05vw,positif
CdS-b1-05vg,neutral
CdS-b1-05v9,neutral
CdS-b1-05vy,négatif
CdS-b1-05ux,positif
CdS-b1-05w3,positif
CdS-b1-05wa,neutral
CdS-b1-05vl,positif
CdS-b1-05xu,positif
CdS-b1-05xw,neutral
CdS-b1-05wf,neutral
CdS-b1-05wh,positif
CdS-b1-05x5,neutral
CdS-b1-05xa,positif
CdS-b1-05wt,positif
CdS-b1-05wy,neutral
CdS-b1-05xi,positif
CdS-b1-05xp,négatif
CdS-b1-05xd,neutral
CdS-b1-05wm,neutral
CdS-b1-05y1,positif
CdS-b1-05za,positif
CdS-b1-05yd,positif
CdS-b1-05yf,positif
CdS-b1-05zm,négatif
CdS-b1-05yw,positif
CdS-b1-05y8,neutral
CdS-b1-05z3,neutral
CdS-b1-05yk,positif
CdS-b1-05zf,positif
CdS-b1-05yr,positif
CdS-b1-05zr,négatif
CdS-b1-05zt,positif
CdS-b1-0611,positif
CdS-b1-0616,positif
CdS-b1-0606,neutral
CdS-b1-060d,négatif
CdS-b1-05zy,positif
CdS-b1-060u,positif
CdS-b1-060i,neutral
CdS-b1-060p,positif
CdS-b1-060b,neutral
CdS-b1-061p,négatif
CdS-b1-061r,positif
CdS-b1-061d,positif
CdS-b1-062j,neutral
CdS-b1-062l,positif
CdS-b1-061k,neutral
CdS-b1-061w,positif
CdS-b1-0623,positif
CdS-b1-0618,négatif
CdS-b1-062f,positif
CdS-b1-063w,neutral
CdS-b1-063y,positif
CdS-b1-0638,négatif
CdS-b1-063d,positif
CdS-b1-0631,positif
CdS-b1-064a,neutral
CdS-b1-063k,positif
CdS-b1-062q,positif
CdS-b1-062w,neutral
CdS-b1-063f,neutral
CdS-b1-0643,positif
CdS-b1-065p,négatif
CdS-b1-065a,positif
CdS-b1-064r,négatif
CdS-b1-064t,positif
CdS-b1-065h,positif
CdS-b1-0655,négatif
CdS-b1-065c,positif
CdS-b1-064y,positif
CdS-b1-064m,positif
CdS-b1-064f,positif
CdS-b1-066p,positif
CdS-b1-066r,neutral
CdS-b1-0661,neutral
CdS-b1-0668,positif
CdS-b1-0673,négatif
CdS-b1-065u,neutral
CdS-b1-066d,neutral
CdS-b1-065w,positif
CdS-b1-066k,négatif
CdS-b1-066w,positif
CdS-b1-0683,négatif
CdS-b1-0685,positif
CdS-b1-067m,neutral
CdS-b1-068n,positif
CdS-b1-068p,positif
CdS-b1-067y,neutral
CdS-b1-0678,neutral
CdS-b1-067a,neutral
CdS-b1-067r,positif
CdS-b1-068a,négatif
CdS-b1-067f,positif
CdS-b1-068i,positif
CdS-b1-0691,positif
CdS-b1-069d,neutral
CdS-b1-0696,neutral
CdS-b1-0698,neutral
CdS-b1-06ad,positif
CdS-b1-069p,négatif
CdS-b1-068u,négatif
CdS-b1-069k,négatif
CdS-b1-06ar,positif
CdS-b1-06ao,positif
CdS-b1-06aj,négatif
CdS-b1-06aw,négatif
CdS-b1-06e6,positif
CdS-b1-06e1,positif
CdS-b1-07q8,positif
CdS-b1-0802,positif
CdS-b1-08h2,positif
CdS-b1-08h4,neutral
CdS-b1-004e,positif
CdS-b1-003j,négatif
CdS-b1-007x,positif
CdS-b1-00dk,neutral
CdS-b1-00jx,neutral
CdS-b1-00kc,neutral
CdS-b1-00ke,neutral
CdS-b1-00kz,positif
CdS-b1-00qo,positif
CdS-b1-00ru,neutral
CdS-b1-00z4,neutral
CdS-b1-00z9,négatif
CdS-b1-00zn,négatif
CdS-b1-00zz,positif
CdS-b1-0104,négatif
CdS-b1-0106,négatif
CdS-b1-010i,négatif
CdS-b1-010n,neutral
CdS-b1-010p,négatif
CdS-b1-010u,négatif
CdS-b1-0116,positif
CdS-b1-011e,négatif
CdS-b1-00xj,négatif
